"hugo_symbol","log2FoldChange"
"ABHD17B",-0.0470166853732589
"ABHD17C",2.62202438229707
"ABHD18",0.452542264546343
"ABHD2",-1.48771887042475
"ABHD3",-0.480362615795518
"ABHD4",1.33054594031979
"ABHD5",0.661830316895873
"ABHD6",-1.04710819181339
"ABHD8",-0.770809168735034
"ABI1",1.45097369598197
"ABI2",-0.598325527632288
"ABI3",-2.4629944590701
"ABI3BP",1.99266483075987
"ABITRAM",-0.286786459649113
"ABL1",-1.00706590276708
"ABL2",-0.256507727023666
"ABLIM1",3.39688175037017
"ABLIM3",2.1989720723304
"ABO",-0.158959633010542
"ABR",-1.58495671704098
"ABR-AS1",-0.604040752567415
"ABRACL",-1.02714026949115
"ABRAXAS1",0.024472709810577
"ABRAXAS2",1.04605200179379
"ABT1",-0.47925260081965
"ABTB1",0.357548445463861
"ABTB2",6.21724088328718
"ABTB3",1.40410134949215
"ACAA1",-0.600953968196256
"ACAA2",-1.06295213768285
"ACACA",0.058122179051834
"ACACB",-0.798142321134894
"ACAD10",0.363759442560829
"ACAD11",-0.580309759030824
"ACAD8",-0.949707760730993
"ACAD9",-0.345309425524387
"ACAD9-DT",0.152319405667754
"ACADL",0.569664886929187
"ACADM",-0.569161635628691
"ACADS",-0.828573084622308
"ACADSB",-0.203684247810793
"ACADVL",0.282966577463683
"ACAP1",-1.986200965951
"ACAP2",0.458773621624049
"ACAP2-IT1",0.981249356712845
"ACAP3",-1.24250205700471
"ACAT1",-1.20464798818473
"ACAT2",1.40976699844981
"ACBD3",0.925730097930736
"ACBD3-AS1",1.45312305220498
"ACBD4",-0.901646709006651
"ACBD5",0.96348324213117
"ACBD6",-0.454867938044071
"ACBD7",0.0982554813253145
"ACCS",-1.2419559516438
"ACD",1.63267688828308e-05
"ACE",-4.1347315993936
"ACER2",-0.690263219248929
"ACER3",-0.519559625163937
"ACHE",5.71086581425759
"ACIN1",-0.0392278029942366
"ACKR1",-1.34456228587215
"ACKR2",-0.163335094361094
"ACKR3",6.5930283809583
"ACKR4",0.542027266394927
"ACLY",0.779471230281767
"ACO1",-0.517992133987559
"ACO2",-0.334864824207521
"ACOT1",0.0589883669940164
"ACOT11",-1.31797422316951
"ACOT13",0.443320190606179
"ACOT2",-0.238384216874163
"ACOT4",1.23158789254247
"ACOT7",-2.25649224959047
"ACOT8",-1.10900107343573
"ACOT9",1.71983990483446
"ACOX1",0.787100152768258
"ACOX2",-1.03478690833432
"ACOX3",0.907138670598637
"ACOXL",-1.27751098347037
"ACOXL-AS1",0.00568256877984244
"ACP1",0.0318737746355149
"ACP2",0.484479821473363
"ACP3",-0.295256692580554
"ACP5",-2.35546923670421
"ACP6",-2.46893486681562
"ACP7",0.510511705941597
"ACRBP",-2.55590055370207
"ACSBG1",-0.401281760129188
"ACSF2",-2.63882131311254
"ACSF3",-1.05064296859445
"ACSL1",3.02857446460798
"ACSL3",-0.195338669192571
"ACSL4",1.84749158137032
"ACSL5",0.155635756701557
"ACSL6",0.0501165528500102
